message,table
"[원주시청]확진자발생(217~220번,확진자 접촉 등).방역소독과 역학조사 중입니다.마스크착용이 어려운곳에서는 짧은시간 머무르시고,거리두기를 지켜주시기 바랍니다 ",PD
"[목포시청] 목포17~26번 확진자 관련 1396건 중 양성 10건, 검사중 80건 제외 전원 음성입니다. ",PD
"[양구군청]양구군 1번 확진자 발생(인제 12번 확진자 접촉), 접촉자 동선 역학 조사중이니 추후 홈페이지에 공개하겠습니다. ",PD
[목포시청]목포17번~26번 확진자 관련 1396건 중 양성 10건(17~26번 확진자입니다.) 접촉자를 신속히 파악하여 확산 방지하도록 하겠습니다. ,PD
"[해남군청] 목포 확진자 동선 안내. 11월14일 21:30~08:00, 15일 21:30~08:00 목포기독병원 응급실 방문자는 해남군보건소로 상담 바랍니다. ",PD
"[화순군청] 전남285번(화순12번) 확진자 추가 발생. 광주광역시 거주자로 동선을 다음과 같이 알려드리니, 동시간대 버스승객은 군 보건소를 방문하여 검사바랍니다 ",PD
"[양주시청] 양주시 90번(해외입국자), 91~95번(접촉자) 확진자 발생. 이동동선 세부사항은 역학조사후 블로그 https://c11.kr/jfdv 공개예정 ",PD
"[가평군청]가평70번(서초구 확진자 관련), 가평71번(해외입국) 확진자 발생, 역학조사 중이며 추후 이동동선 군홈페이지에 공개예정입니다. ",PD
"[서초구청] 305~309번째 확진자 발생. 상세내용 홈페이지(seocho.go.kr)확인. 밀폐공간 방문 자제, 마스크 착용 등 방역수칙 준수 부탁드립니다. ",PD
"[동작구청]302번째 확진자(완치자 264명)발생, 상세내용 홈페이지 및 블로그 등 확인해 주시기 바랍니다. blog.naver.com/dongjaksaran ",PD
[안양시청] 안양306번(지역) 확진자 발생. blog.anyang.go.kr/222147557354 동선 등 추가정보는 지속적으로 업데이트 예정. ,PD
"[해남군청] 목포 확진자 동선 안내. 11.16. 17:30~19:10 공차(장미의거리점), 19:00~20:00 카페인평광 방문자는 해남군보건소 상담 바랍니다. ",PD
[완도군청]목포 확진자 관련11.14(토) 21:30~08:00 11.15(일)21:30~08:00 목포기독병원 응급실 방문자는 완도군보건의료원으로 상담바랍니다. ,PD
"[강진군청]목포 확진자 관련. 11월 14일 21:30~08:00, 15일 21:30~08:00 목포기독병원 응급실 방문자는 강진군보건소로 신고 바랍니다. ",PD
[광주광역시]오늘 현재 확진자 1명 발생하여 총 588명입니다. 588번은 남구 주월동 거주자이며 동선은 조사중으로 확인되는 대로 안내하겠습니다. ,PD
[영덕군 동선공개]①▲영덕 12번확진자 11/14 11:30~12:40 기백한의원 방문▲영덕 13번확진자 11/15 12:00~13:00 달산 낚시터 식당 방문 ,PD
"[수원시청] 326번(입북동) 확진자 발생, 자택 및 주변 소독 예정, 동선은 역학조사 후 SNS 및 홈페이지에 공개하겠습니다. ",PD
[영덕군]②▲영덕 14번확진자 동선상의 모든 접촉자 파악완료로 동선공개 없음.▲영덕 15번확진자 동선상의 모든 접촉자 파악완료로 동선공개 없음. ,PD
[영덕군]③▲영덕 16번확진자 11/14 22:00~22:10 세븐일레븐(영덕읍 읍사무소1길 23) ,PD
"[남해군청] 경남, 전남 인근시군에서 확진자가 발생하고 있습니다. 군민께서는 발생지역 방문자제 및 마스크 착용 등 방역수칙을 준수하여 주시기 바랍니다. ",PD
"[창원시청]경남418(창원138번,진해구) 확진자 1명 추가 발생. 이동동선 및 접촉자는 역학조사 중입니다. 마스크를 꼭 착용해주세요. ",PD
[영덕군]⑥▲영덕 17번확진자 동선상의 모든 접촉자 파악완료로 동선공개 없습니다. ,PD
"[포항시청]영덕군 확진자 포항동선 11/15 13:23~14:02 시골여행창포점(두호동1098-1) 동일시간, 장소 방문자께서는 보건소 검사를 받으시기 바랍니다. ",PD
[영덕군]⑦▲영덕 18번확진자 11/14 16:48~17:08 GS군청점 방문▲11/15 10:00~10:30 OCTOBER21 커피숍방문(영덕읍 덕곡천길 76) ,PD
[영덕군]⑨▲영덕 19번확진자 포항 이관. 관내 이동동선 없음▲영덕 20번확진자 해외입국자 자가격리중. 관내 이동동선 없음 ,PD
"[마포구청] 215~219번 확진자 발생. 역학조사 진행 중이며, 이동동선은 추후 홈페이지 및 블로그 참고바랍니다. blog.naver.com/prmapo77 ",PD
"[안산시청]확진자 접촉으로 5명확진(본오1동,본오2동,사동,신길동) 거주지등 긴급방역. 상세내용 시홈페이지,SNS참조바랍니다pf.kakao.com/_frbxkl ",PD
"[안산시청]최근 관내 수영장에서 확진자가 다수 발생하고 있습니다. 수영장 이용 중 대화금지▲락카룸, 휴게실 내 대화자제▲거리두기▲마스크 바르게 착용바랍니다. ",PD
"[천안시청] 확진자 2명 발생(천안389번:다가동거주,감염경로조사중/천안390번:불당동거주,천안386접촉자) 현재 역학조사 및 방역 등 관련조치 진행중입니다. ",PD
"[창원시청] 확진자 동선 안내 11.13.(금) 19:37~22:28 상남동 엠비어(성산구 마디미동로 58, 방역완료) 방문자는 관할보건소로 연락바랍니다. ",PD
"[경산시청] 11.18. 확진자 3명 발생. 역학조사 중/ 불필요한 모임 활동 자제, 다중이용시설 방문시 개인방역수칙을 철저히 지켜주시기 바랍니다. ",PD
"[창원시청] 확진자 동선 안내 11.12.(목) 17:30~17:54 봉림동 산수정(의창구 소봉로 10, 방역완료) 방문자는 관할보건소로 연락바랍니다. ",PD
[고성군청] 인근 시군에서 확진자가 지속적으로 발생하고 있습니다. 타지역 방문 자제 및 마스크 착용 등 방역수칙을 반드시 준수하여 주시기 바랍니다. ,PD
"[순천시청] 광양 확진 관련 113~123번 확진자 발생. 역학조사 진행중이며, 동선 파악 즉시 공개하겠습니다. ",PD
[군포시청] 확진자 1명 발생(군포202). 방역소독 및 역학조사 중. 상세정보 참조 blog.gunpo.go.kr ,PD
"[순천시청] 광양 확진자 관련, 11.7.(토) ~ 11.16.(월) 스마트PC존(광양읍 덕례리) 방문자 모두 보건소 선별진료소에서 검사 바랍니다. ",PD
"[고양시청] 확진자 7명 발생▶554~557번(덕양구2,일산서구1,타지역1)▶558~560번(덕양구3,자가격리자) https://han.gl/iMmgw 참조 ",PD
"[속초시청] 타지역 확진자(서초구 297번) 이동경로를 속초시 홈페이지에 공개하오니 참고 바라며, 마스크 착용을 생활화합시다. www.sokcho.go.kr ",PD
[김포시청] 182번~183번 확진자 2명(장기동) 11월18일 발생/ 세부사항은 김포시 블로그 참조 바랍니다. vo.la/zDWc3 ,PD
[성북구청] 393~403번 확진자 발생. 거주지 등 방역 완료. 자세한 사항은 홈페이지 및 블로그 참고바랍니다. blog.naver.com/storysb ,PD
[강남구청] 확진자 3명(gangnam.go.kr). 11.5~11.17 선릉대림아크로텔(선릉로 524) 452~453호 방문자는 20일까지 강남구보건소 검사바람 ,PD
"[종로구청]관내 104번 확진자 발생 알림. 역학조사 진행 중이며, 추후 홈페이지 및 블로그 공개 예정입니다. blog.naver.com/jongno0401 ",PD
"[화천군청] 화천군 3번 확진자 관련, 가족검사 결과 2명 음성, 1명(미취학 아동) 양성 확진 ",PD
"[화천군청] 화천군 4번 확진자 발생(화천군 3번 확진자 접촉), 화천군 3번 확진자와 이동동선 동일(자택 외 이동동선 및 접촉자 없음) ",PD
[경주시청] [성북구 400번 확진자 경주방문 동선 ①] 불국사 토함산밀면(구정1길 8) 11.9일 (월) 10:30~11:05 (동시간대 방문자 검사권고) ,PD
[경주시청][성북구 400번 확진자 방문동선②] 동국대학교 경주캠퍼스 원효관 11.9일(월) 11:30~17:00(강의실내 11:45~16:55 접촉자 파악완료) ,PD
"[나주시청] 금일(18일) 확진자 1명 발생(전남 287번), 금천면 거주자이며 역학조사 진행 중으로, 결과는 나오는 대로 안내해드리겠습니다. ",PD
"[포항시청] 110번 확진자 접촉자 전원 음성. 지역 감염 차단을 위해 ▲마스크 착용, ▲소모임 자제 등 방역수칙 준수 바랍니다. ",PD
"[광양시청]광양45번,46번 확진자 역학조사 및 밀접접촉자 격리조치 완료하였으며, 공개대상 동선 없습니다. 각종 모임 자제해주시고 올바른 마스크 착용 바랍니다. ",PD
"[무안군청]목포시 확진자가 지속 발생됨에 따라, 삼향읍(오룡포함)지역을 거리두기 1.5단계로 11.19. 00시부터 격상. 자세한 사항은 무안군홈페이지 확인. ",PD
"[용인시청] 확진자 4명(456~458번, 용인외-48번) 발생, 역학조사 후 동선은 홈페이지 및 SNS에 공개하겠습니다. corona.yongin.go.kr ",PD
[창원시청] 확진자동선 11.9.(월) 17:50~18:23 롯데마트 창원중앙점 지하1층 푸드코트(성산구 중앙대로 123) 방문자는 관할보건소로 연락바랍니다. ,PD
"[원주시청]확진자 발생(221~222번,확진자접촉).방역소독과 역학조사 중입니다. 대중교통 이용과 의료기관을 방문하실 때에는 마스크를 꼭 착용해 주세요. ",PD
"[영주시청]타지역 거주자의 김장(가족모임), 결혼·장례식장 참석으로 확진자가 증가하고 있습니다. 지역감염을 막기 위해 모임,타지역 방문을 자제해주시기 바랍니다. ",PD
"[동작구청]303번째 확진자(완치자 264명)발생, 상세내용 홈페이지 및 블로그 등 확인해 주시기 바랍니다. blog.naver.com/dongjaksaran ",PD
[광양시청] 광양54번 확진자 발생. 역학조사 후 검사 필요한 동선은 공개하도록 하겠습니다. ,PD
"[광주광역시]오늘 확진자 6명(기공개1명) 발생하여 총 593명입니다. 589, 590번은 서구 화정동 거주자이며 동선은 조사중으로 확인되는 대로 안내하겠습니다. ",PD
"[서초구청] 310~312번째 확진자 발생. 상세내용 홈페이지(seocho.go.kr) 확인. 모임자제, 마스크 착용, 손씻기 등 방역수칙 반드시 준수바랍니다. ",PD
[은평구청]은평 305~309번 확진자 발생. 역학조사 진행중. 상세 내용은 추후 구홈페이지 및 블로그 참고바랍니다. bitly.kr/vR0YZsVI5V ,PD
"[동대문구청]249번~252번 확진자발생, ddm4you.blog.me 참조하시고, 밀폐, 밀접한 장소는 가급적 피해 주시고 불필요한 모임도 자제 부탁드립니다. ",PD
"[천안시청] 확진자 2명 발생 [천안391,392번:신부동거주, 천안309번의 접촉자(가족,자가격리중 양성)] 현재 역학조사 및 방역 등 관련조치 진행중입니다. ",PD
[제주도]경남지역 확진자(3명) 확진전 제주방문(11.14~11.16)향후 전파우려 동선에 한해 홈페이지 공개예정.blog.naver.com/happyjejudo ,PD
"[목포시청] 확진자가 지속 발생됨에 따라, 11.19부터 거리두기가 1.5단계로 격상됩니다. 자세한 사항은 목포시 홈페이지를 참고하시기 바랍니다. ",PD
"[성동구청] 11.18(수)확진자5명발생(182번,금호4가동/183번,옥수동/184번,금호2·3가동/185번,행당1동/186번,마장동) c19.sd.go.kr ",PD
[제주도]경남지역 확진자(3명) 확진전 제주방문(11.14~11.16)향후전파우려 동선에 한해 홈페이지 공개예정. blog.naver.com/happyjejudo ,PD
"[수원시청] 327번(관외 거주자) 확진자 발생, 자택 및 주변 소독 예정, 동선은 역학조사 후 SNS 및 홈페이지에 공개하겠습니다. ",PD
"[속초시청] 속초시 14, 15번 확진자 2명 발생. 확진자 2명은 코호트 격리중인 요양병원 장기입원환자로 병원 외 접촉자 및 동선이 전혀 없음을 알려드립니다. ",PD
"[광진구청] 153~154번발생·153번역학조사결과, 타지역확진자동선(gwangjin.go.kr)확인 굿맘할매순대국양선지해장국(자양로92)동시간이용 유증상자 검사 ",PD
[창원시청] 창원139~142번(진해구) 확진자 4명 발생. 이동동선 및 접촉자는 역학조사 중입니다. 마스크를 꼭 착용해주세요. ,PD
[중랑구청] 226~227번 확진자 역학조사 및 방역완료. 세부내용 홈페이지 및 블로그 bit.ly/2PQADRw 참조 바랍니다. ,PD
"[안동시청]안동56~58번 확진자 3명(정하동) 발생 / 동선상의 모든 접촉자 파악 및 검사완료로 동선공개는 없으며, 마스크 착용 등 방역수칙 준수바랍니다. ",PD
"[대전광역시] 1명 추가 확진. 456번(서구 50대, 김포시 179번 접촉자) 확진자 방문장소는 파악 후 홈페이지에 공개예정입니다. ",PD
"[강릉시청]송파구 500번 확진자 11월16일 11:50~16:00 방문/자차이동,마스크착용/홈피 및 카톡채널 pf.kakao.com/_YXdnxb 참조바랍니다. ",PD
"[강릉시청]송파구500번확진자관련11월16일(월) 14:20~15:47 커피아메리카 3층(창해로14번길48,안목) 방문자는 내일 오전중 시보건소에서 검사바랍니다. ",PD
"[철원군청] 오늘 확진자 12명은 은혜요양원 입소자7명, 보호사1명, 신철원초교 학생3명, 기 확진자(철원23번)의 자녀1명입니다. ",PD
"[광주광역시] 어제(18일) 확진자 8명(기공개 6명) 발생하여 총595명 입니다. 594번은 서구 마륵동, 595번 북구 두암동 거주자로 동선은 조사중입니다. ",PD
"[해남군청]금일 광주8명, 전남27명(목포·순천·광양 등) 확진자 지속 발생. 확진자 발생지역 방문 자제 및 방문 후 이상증상 있는 분은 보건소로 상담 바랍니다. ",PD
[영덕군] 확진자 동선내 모든시설에 방역소독 완료하였습니다. 군민다수 이용시설에 대한 방역수칙 준수여부를 상시 점검하고 있으니 마스크 착용생활화를 당부드립니다. ,PD
"[영광군청]광주590번확진자11.14.(토)12:15~17(2분) 우리군방문, 접촉자1명검체검사결과 음성통보받음.전남도,광주등 확진자다수발생,타지역방문자제바랍니다 ",PD
[창원시청] 창원143번(마산합포구) 확진자 발생. 이동동선 및 접촉자는 역학조사 중입니다. 마스크를 꼭 착용해주세요. ,PD
"[영암군청] 전남 300번(목포 27번) 확진자는 영암군 거주자로, 관내 이동동선 파악 및 역학조사결과 접촉자 3명 검사 실시, 해당시설 방역소독 완료하였습니다. ",PD
"[양구군청]양구1번 확진자 관련 전일 18시 이전 검체 검사자 456명 검사결과 음성 455명, 재검필요 1명임을 안내드립니다. ",PD
"[원주시청]확진자 발생(223~224번, 확진자 접촉). 신속한 역학조사를 통해 감염 차단에 최선을 다하고 있습니다. 마스크를 반드시 착용하여 주시기 바랍니다. ",PD
[남해군청] 인근 시군에서 확진자가 지속적으로 발생하고 있습니다. 군민께서는 타지역 방문자제 및 마스크 착용 등 방역수칙을 준수하여 주시기 바랍니다. ,PD
[춘천시청] 춘천40~42번(근화동) 확진자 3명 발생(춘천39번 접촉자)/이동동선은 역학조사 완료 후 별도 공개 예정/마스크 착용 등 방역수칙 준수바랍니다. ,PD
"[진주시청] 확진자2명발생(타지역확진자접촉)▲11/17보건소선별진료소검사→11/18확진(마산의료원이송)▲접촉자및동선노출자 파악, 검사진행중/방역중 ",PD
[목포시청] 목포시 27번 확진자 발생. 관외 거주자로 우리시 동선 역학조사중입니다. 자세한 사항은 시 홈페이지 및 SNS를 통해 공개 예정입니다. ,PD
[광양시청] 광양 55번 확진자 발생. 역학조사 후 검사 필요한 동선은 공개하도록 하겠습니다. ,PD
"[순천시청] 124~131번(가족 및 접촉자 7명, 해외입국자 1명) 확진자 발생. 신규 감염원은 없으며, 동선 파악 즉시 공개하겠습니다. ",PD
"[노원구청] 11.19(목) 확진자 9명(월3 중본 중2·3 각1명, 공1 공2 하2 각2명) 발생(380~388번). 동선 구 홈페이지, 블로그 공개하였습니다. ",PD
[충주시청][고양시556번 확진자 충주방문동선안내①] (11.18)양성판정 / (11.8)최초증상 발현에 따라 증상발생 2일전부터의 동선을 다음과 같이 안내합니다 ,PD
[충주시청][고양시556번 확진자 충주방문동선안내②] (11.6) 12~17시 노은면 센터리움골프장(자차) / 17:30~20:12 칠금동 더어일식(자차) ,PD
[충주시청][고양시556번 확진자 충주동선안내③](11.6)20:30~21:30 칠금동 동행7080(도보)/21:30~22:30 칠금동 투투당구장-쓰리쿠션(도보) ,PD
"[시흥시청] 확진자 3명발생(정왕1동(해외입국), 신천동,은행동(확진자접촉)) 역학조사 중 blog.naver.com/siheungblog/222148410067 ",PD
[충주시청][고양시556번 확진자 충주동선안내④](11.6)23시~(11.7) 07:30봉방동 그랜드관광호텔/(11.7) 07:30~08시 금릉동 천용맛집(자차) ,PD
"[대구광역시]11월19일 0시기준 확진자 2명발생(중구1,수성구1,) 증상시 보건소 예약후 검사, 마스크 착용, 모임자제 및 손씻기 등 방역수칙을 꼭 지켜주세요. ",PD
[충주시청][고양시556번 확진자 충주동선안내⑤] (11.7) 12~17시 노은면 센터리움골프장(자차). 접촉자 및 이동동선 역학조사 중이며 시설 소독 예정입니다 ,PD
[당진시청] 타지역 확진자(충남 아산시) 11.14일 13:00∼14:00 당진1동 귀락당 방문 동시간대 방문자는 선별진료소에서 검사바랍니다. ,PD
"[하남시청]11/19(목) 하남77번(신장2동),78번(감일동)확진자발생알림, 74~76번 역학조사 결과알림. 블로그,홈페이지 참조해주세요. c11.kr/jg9u ",PD
[이천시청]성남552번(광주시 거주)확진자 이천시동선 역학조사 및 접촉자파악완료로 공개하지 않습니다 생활방역수칙을 준수하시기 바랍니다.(031-644-4036) ,PD
"[창원시청] 창원144~150번(성산구1,진해구6) 확진자 7명 발생. 이동동선 및 접촉자는 역학조사 중입니다. 마스크를 꼭 착용해주세요. ",PD
"[나주시청] 금일(19일) 확진자 1명(금천면 거주) 발생, 전남 287번(나주7)의 가족으로 현재 역학조사 중이며 조사결과는 나오는대로 안내하겠습니다. ",PD
"[성남시청] 11.18일 4명, 11.19일 8명 확진자 추가 발생, 상세내용 추후 시홈페이지에 공개예정입니다. corona.seongnam.go.kr ",PD
"[도봉구청]11.19(목) 확진자 6명발생(273~278번,쌍문4동1,방학3동2,창2동1,도봉1동1,도봉2동1). 역학조사결과 이동동선및조치사항 홈페이지 공개예정 ",PD
[김포시청] 184번 확진자(인천 서구) 11월19일 발생/ 방역 및 역학조사중/ 세부사항은 김포시 블로그 참조 바랍니다. vo.la/YtEbr ,PD
[천안시청]확진자 6명발생[천안393번:아산82번접촉자(자가격리 중 양성) / 천안394~398번:선문대친구모임]현재 역학조사 등 관련 조치 진행중입니다 ,PD
"[음성군청]음성군 확진자 발생(30~31번). 역학조사 후 관내 접촉자 있을 시, 이동동선 등 군홈페이지에 공개예정. 마스크착용 등 방역수칙 준수바랍니다. ",PD
[춘천시청]확진자관련)11.15(일)~11.19(목)강원도청소년상담복지센터(소양로)를 방문하신 분은 오늘(19일)18시까지 보건소에 오셔서 검사를 받으시기바랍니다 ,PD
[춘천시청]확진자관련)11.15(일)~11.19(목)춘천성체지역아동센터(근화동)를 방문하신 분은 오늘(19일) 18시까지 보건소에 오셔서 검사를 받으시기 바랍니다 ,PD
"[동작구청]304~306번째 확진자(완치자 264명)발생,상세내용 홈페이지 및 블로그 등 확인해 주시기바랍니다. blog.naver.com/dongjaksaran ",PD
[전북도청]전북181번(익산21) 확진자 발생관련 11월18일(수) 00:00~02:30 시장골목집원광대점(익산 신동)방문자는 가까운 선별진료소에서 검사바랍니다. ,PD
"[하동군청] 오늘 09시현재 확진자 누계19명 역학조사후 검사에 필요한 동선공개예정, 이동자제 및 마스크 착용 당부드림. ",PD
"[안동시청]안동59번 확진자 1명발생(정하동, 안동56~58 가족) / 거주지 방역완료 및 병원이송예정 / 동선상 밀접접촉자 파악 및 검사완료로 동선미공개 ",PD
"[김포시청] 185번~186번 확진자 2명(풍무동1, 인천시 중구1) 11월19일 발생/ 방역 및 역학조사중/ 세부사항 김포시 블로그 참조 vo.la/vzpmi ",PD
"[용인시청] 확진자 6명(459~464번) 발생, 역학조사 후 동선은 홈페이지 및 SNS에 공개하겠습니다. corona.yongin.go.kr ",PD
"[의성군청] 11. 3. 의성한우프라자 방문자 검사결과 전원 음성, 의성군은 확진자가 없음을 알려드립니다. ",PD
[중랑구청] 11.19.(목) 228번 확진자(면목4동)발생. 역학조사 진행 중. 완료즉시 홈페이지 공개 예정입니다. ,PD
[장성군청] 전북 181번 확진자가 다녀간 백양사휴게소 상행선(2020.11.16.월 15:43~16:30)을 방문하신 분은 가까운 선별진료소에서 검사바랍니다. ,PD
"[군산시청] <군산 28번 확진자 발생> 현재 확진자 이동동선 등 역학조사 중이며, 마스크 착용, 손소독 등 예방수칙을 철저히 준수하여 주시기 바랍니다. ",PD
"[안동시청]안동56~59번 확진자 관련, 밀접접촉자 및 접촉자 가족 검사결과 전원 음성판정 / 불필요한 외출자제 및 마스크착용 등 방역수칙 준수바랍니다. ",PD
"[진주시청]확진자진주21번 추가발생(타지역확진자접촉)▲11/18병원선별진료소검사→11/19확진(마산의료원이송예정)▲접촉자및동선노출자파악,검사진행중/방역중 ",PD
"[강북구청]확진자 4명(169~172번, 송중동1, 번3동1,번1동2)발생, 동선 홈페이지(gangbuk.go.kr)추후공개 예정입니다. ",PD
"[동작구청]307,308번째 확진자(완치자 264명)발생,상세내용 홈페이지 및 블로그 등 확인해 주시기바랍니다. blog.naver.com/dongjaksaran ",PD
"[광명시청] 145번째 확진자 발생. 하안동 거주. 격리병원 이송예정, 주거지 등 방역예정, 블로그공개 blog.naver.com/gmcityhall ",PD
"[군포시청] 확진자 2명 발생(군포203, 204) 방역소독 및 역학조사 중. 상세정보 참조 blog.gunpo.go.kr ",PD
"[창원시청]확진자 동선 11.12.(목)~13.(금) 11.16.(월)~17.(화)한스시(성산구 마디미로73번길 20,방역완료) 방문자 관할보건소로 연락바랍니다. ",PD
"[양천구청] 양천구 확진자 3명 발생(신월1,6동, 신정6동 거주)안내. 블로그 참조. blog.naver.com/yangcheon2016/222148588490 ",PD
"[안산시청]확진자 접촉으로 3명 확진(본오2동,고잔동,호수동) 거주지 등 긴급방역. 상세내용 시홈페이지, SNS참조바랍니다. pf.kakao.com/_frbxkl ",PD
[화성시청][정정안내] 금일 11:41경 송출된 화성시 179번 확진자 발생 안내문자 관련 확진자의 거주지를 안녕동으로 정정안내합니다. 세부내용 홈페이지 참조. ,PD
"[마포구청] 220~222번 확진자 발생. 역학조사 진행 중이며, 이동동선은 추후 홈페이지 및 블로그 참고바랍니다. blog.naver.com/prmapo77 ",PD
"[창원시청] 확진자 동선 안내 11.13.(금) 11:58~12:42 팔용동 취홍(의창구 차상로30번길 2, 방역완료) 방문자 관할보건소로 연락바랍니다. ",PD
[군산시청1] <28번 확진자 방문동선> 11/14(토) 19:45~21:00 도싯골(수송직영점)/23:19~00:37 말자싸롱(수송동) ,PD
"[창원시청] 창원151~153번(성산구2,의창구1) 확진자 3명 발생. 이동동선 및 접촉자는 역학조사 중입니다. 마스크를 꼭 착용해주세요. ",PD
"[광양시청] 광양49번 확진자 역학조사 및 밀접접촉자 격리조치 완료하였습니다. 기원(광양읍), 백운탕(광양읍) 방역소독 완료하였으며, 접촉자 검사 진행중입니다. ",PD
"[중구청] 11.18.(수) 85번째, 11.19.(목) 86~89번째 확진자 발생. 자세한 내용은 중구 홈페이지를 참고하시기 바랍니다. vo.la/quyIy ",PD
"[진도군청]오늘 광주, 전남(목포,나주,순천,광양,화순) 확진자 35명 발생. 발생지역 방문자제 및 방문 후 감기증상 등 이상이 있는 분은 보건소로 상담바랍니다. ",PD
"[서초구청] 313~330번째 확진자 발생. 상세내용 홈페이지(seocho.go.kr) 확인. 밀폐공간 방문 자제, 마스크 착용 등 방역수칙 준수 부탁드립니다 ",PD
[중랑구청] 229번 추가확진자(면목3.8동) 발생. 역학조사 진행 중. 완료 즉시 홈페이지 공개 예정입니다. ,PD
"[군산시청3]<확진자 방문동선> 11/16(월)19:52 토실배기(지곡동) NH체크카드 26,000원 결제(남1,여1)선별진료소 방문바람(063-463-4000) ",PD
[경산시청]11.19. 확진자3명 발생. 연이어 확진자가 발생하고 있어 가족·지인·회사 등 모임을 자제바라며 마스크쓰기 및 방역수칙을 철저히 지켜주시기 바랍니다 ,PD
"[홍천군청]타지역 확진자관련 11일 11:30~13:00,12일 11:30~12:30 남면 옹달샘부대찌개 이용자는 20일 18시까지 보건소 선별진료소 방문바랍니다 ",PD
"[나주시청] 금일(19일) 확진자 1명(전남311번/나주9번) 추가발생(송월동 거주), 현재 역학조사 중이며 결과는 확인 되는대로 안내하겠습니다. ",PD
"[도봉구청] 11. 19(목) 추가 확진자 2명 발생(279~280번, 도봉2동, 쌍문3동) 역학조사결과 이동동선 및 조치사항 홈페이지 공개예정입니다. ",PD
[성북구청] 404~410번 확진자 발생. 거주지 등 방역 완료. 자세한 사항은 홈페이지 및 블로그 참고바랍니다. blog.naver.com/storysb ,PD
"[고양시청] 고양시 확진자 3명 발생▶561~563번(덕양구1,일산서구1,타지역1) https://han.gl/iMmgw 참조바랍니다. ",PD
"[천안시청]확진자 4명 발생[천안399, 400번:아산103번의 접촉자 / 천안401, 402번:감염경로조사중] 현재 역학조사 및 방역 등 관련조치 진행중입니다 ",PD
[창원시청] 창원154~155번(진해구) 확진자 2명 발생. 이동동선 및 접촉자는 역학조사 중입니다. 마스크를 꼭 착용해주세요. ,PD
"[동작구청]309번째 확진자(완치자 264명)발생, 상세내용 홈페이지 및 블로그 등 확인해 주시기 바랍니다. blog.naver.com/dongjaksaran ",PD
"[무안군청] 전남281번, 전남282번 확진자 관련 선별진료소 706건 검체결과, '전원음성'판정을 알려드리며 마스크상시착용 등 기본방역수칙 준수 당부드립니다. ",PD
[충주시청] 고양시 556번 확진자 충주방문 관련 모든 방문시설 소독 및 역학조사 완료. 시민 여러분께서는 안심하여 주시기 바랍니다. ,PD
"[제주도] 제주 64번째 확진자 발생, 서울 확진자의 접촉자로 11.17일 입도한 타 지역 거주자 blog.naver.com/happyjejudo ",PD
"[창원시청]확진자동선 안내11.12(목)~11.18(수)10:00~14:00담배집(진해구 진해대로1033번길 5,방역완료)이용자중 유증상자 관할보건소 문의바랍니다 ",PD
[제주도] 경남지역 확진자 역학조사 결과 공개. 해당 시간대 방문자는 가까운 보건소로 상담(검사) 바랍니다. blog.naver.com/happyjejudo ,PD
[강남구청] 확진자 7명(gangnam.go.kr). 11.5~11.17 선릉대림아크로텔(선릉로 524) 452~453호 방문자는 내일까지 강남구보건소 검사바람 ,PD
"[종로구청]관내 105~107번 확진자 발생 알림. 역학조사 진행중이며, 추후 홈페이지 및 블로그 공개 예정입니다. blog.naver.com/jongno0401 ",PD
"[진도군청]광주,전남(목포,순천,광양,나주,화순) 확진자 지속 발생. 회식·모임, 단체여행과 행사를 자제하시고 마스크착용 등 방역수칙을 준수하여 주시기 바랍니다. ",PD
[광주광역시]오늘 현재 확진자 1명 발생하여 총 596명입니다. 596번은 동구 지산동 거주자이며 동선은 조사중으로 확인되는 대로 안내하겠습니다. ,PD
[은평구청]은평 310~312번 확진자 발생. 역학조사 진행중. 상세 내용은 추후 구홈페이지 및 블로그 참고바랍니다. bitly.kr/vR0YZsVI5V ,PD
"[서초구청] 331~333번째 확진자 발생. 상세내용 홈페이지(seocho.go.kr) 확인. 다중이용시설 방문자제, 마스크 착용 등 방역수칙 준수 부탁드립니다. ",PD
"[성동구청] 11.19(목) 확진자 2명 발생(187번,응봉동,70대,자가격리 해제전 검사 확진 / 188번,행당1동,50대) 상세내용 c19.sd.go.kr ",PD
"[강서구청] 강서구 확진자 6명 발생(등촌1,화곡1,화곡3,가양1,방화1). 상세내용은 블로그 참조바랍니다. blog.naver.com/gangseokkachi ",PD
[군산시청] <군산 29번 확진자 발생> 군산 27번 접촉자로 자가격리 중 확진. 이동동선은 없습니다. ,PD
"[보성군] 순천114번 확진자 동선과 관련하여 벌교읍 ""콜마트"", ""세원농약마트""는 소독 완료하였으며, 검사자 전원 '음성'입니다. ",PD
"[순천시청] 132번(목욕탕 관련), 133~135번(별량면 관련) 확진자 발생. 역학조사 중이며 동선 파악 즉시 공개하겠습니다. ",PD
[횡성군청]인천서구185번 확진자 11.13. 07:34~13:34 우천면 방문후 타지역 이동/밀접접촉자 1명 검사중/검사결과 추후 공개/방역수칙 준수 바랍니다. ,PD
[춘천시청]40~42번 확진자 관련 모든 관내 이동동선 접촉자 파악이 완료되어 검사진행 중이며 이동경로는 방역소독을 완료하였습니다. / 세부내용 홈페이지 참조 ,PD
"[속초시청] 타지역 확진자 이동경로를 속초시 홈페이지에 공개하오니 참고 바라며, 마스크 착용을 생활화합시다. www.sokcho.go.kr ",PD
